Name,Type,Breed,Color,Sex,Size,Date Of Birth,,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count
*ROOMBA,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,07/23/2017,500,K17-025993,LOBBY,A362830,10/23/2017,11/30/2017,38,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,TREATABLE/MANAGEABLE,SANTA ROSA,COUNTY,95425,"95425(38.790859, -123.010876)",1
SADIE,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,KITTN,07/23/2017,500,K17-025992,LOBBY,A362829,10/23/2017,11/03/2017,11,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
LEO,CAT,DOMESTIC LH,BLACK/WHITE,Neutered,KITTN,07/23/2017,500,K17-025494,LOBBY,A361705,09/26/2017,09/29/2017,3,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.486997, -122.749134)",1
*BREE,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,07/24/2017,499,K18-029067,CA02,A374632,07/11/2018,08/03/2018,23,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*BREE,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,07/24/2017,499,K18-029615,CA02,A374632,08/25/2018,10/03/2018,39,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*BREE,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,07/24/2017,499,K18-030154,CA02,A374632,10/09/2018,11/24/2018,46,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,OUT OF COUNTY,95428,"95428(39.774565, -123.096794)",1
*JACK,CAT,DOMESTIC MH,ORANGE,Neutered,KITTN,07/31/2017,492,K18-027130,LOBBY,A367862,01/31/2018,02/03/2018,3,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*TWIGGY,CAT,DOMESTIC MH,BLUE CREAM/TORTIE,Spayed,KITTN,07/31/2017,492,K17-025122,TX,A360505,08/31/2017,11/18/2017,79,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL-O,TREATABLE/REHAB,HEALTHY,WINDSOR,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*OLLIE,CAT,DOMESTIC SH,ORANGE,Neutered,KITTN,07/31/2017,492,K18-027131,LOBBY,A367863,01/31/2018,02/03/2018,3,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
COTTON,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,07/31/2017,492,K18-029299,CA02,A375076,07/31/2018,08/10/2018,10,TRANSFER,PRIV_SHELT,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,OUT OF COUNTY,*HEALDSBURG,95448,"95448(38.618857, -122.861927)",1
CASCADE,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,07/31/2017,492,K18-029297,CA02,A375073,07/31/2018,08/23/2018,23,TRANSFER,PRIV_SHELT,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,OUT OF COUNTY,*PETALUMA,94952,"94952(38.236012, -122.730241)",1
*CHARLIE,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,08/03/2017,489,K17-026170,LOBBY,A363849,11/03/2017,11/22/2017,19,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*COTATI,94931,"94931(38.325442, -122.71081)",1
*DAPHNE,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,08/03/2017,489,K17-026166,LOBBY,A363844,11/03/2017,11/17/2017,14,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95446,"95446(38.510032, -122.996796)",1
*ALLIE,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,08/03/2017,489,K17-026168,LOBBY,A363847,11/03/2017,11/17/2017,14,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,COUNTY,95446,"95446(38.510032, -122.996796)",1
*MITSY,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,08/04/2017,488,K17-026185,CA02,A363874,11/04/2017,12/01/2017,27,STRAY,COMM CAT,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1
*TRIXIE,CAT,DOMESTIC SH,SEAL PT/WHITE,Spayed,SMALL,08/04/2017,488,K17-026184,CA02,A363873,11/04/2017,11/30/2017,26,STRAY,COMM CAT,ADOPTION,SCAS WEB,TREATABLE/MANAGEABLE,HEALTHY,COUNTY,COUNTY,95446,"95446(38.510032, -122.996796)",1
*ALICE,CAT,DOMESTIC SH,WHITE/GRAY,Spayed,KITTN,08/13/2017,479,K17-026609,LOBBY,A365387,12/08/2017,12/15/2017,7,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*ANDREA,CAT,DOMESTIC SH,WHITE/GRAY,Spayed,KITTN,08/13/2017,479,K17-026610,LOBBY,A365388,12/08/2017,12/15/2017,7,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.486997, -122.749134)",1
*ALEX,CAT,DOMESTIC SH,WHITE/GRAY,Neutered,KITTN,08/13/2017,479,K17-026611,LOBBY,A365389,12/08/2017,12/16/2017,8,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL-O,HEALTHY,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448(38.618857, -122.861927)",1
*TIGGER,CAT,DOMESTIC SH,ORANGE,Spayed,SMALL,08/17/2017,475,K18-027026,CA02,A366623,01/17/2018,01/19/2018,2,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,WINDSOR,COUNTY,95472,"95472(38.394388, -122.850998)",1
*HOMER,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,08/17/2017,475,K17-026162,LOBBY,A363841,11/03/2017,12/05/2017,32,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95446,"95446(38.510032, -122.996796)",1
*OZZY,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,08/18/2017,474,K17-025150,LOBBY,A360546,09/01/2017,11/04/2017,64,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
INSPECTOR CLOUSEAU,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,08/18/2017,474,K17-025914,LOBBY,A362716,10/18/2017,11/11/2017,24,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
*DEXTER,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,08/18/2017,474,K17-025151,LOBBY,A360547,09/01/2017,11/02/2017,62,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
*AXEL,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,08/18/2017,474,K17-025149,CA02,A360545,09/01/2017,11/02/2017,62,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
*MAUDE,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,08/19/2017,473,K17-025148,LOBBY,A360544,09/01/2017,11/02/2017,62,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448(38.618857, -122.861927)",1
*DANIEL,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,08/19/2017,473,K17-026172,LOBBY,A363851,11/03/2017,11/22/2017,19,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*COTATI,94931,"94931(38.325442, -122.71081)",1
PEANUT,CAT,DOMESTIC LH,BRN TABBY,Neutered,SMALL,08/19/2017,473,K17-026603,LOBBY,A365380,12/08/2017,12/21/2017,13,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
*CANDY,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,08/19/2017,473,K17-026164,LOBBY,A363842,11/03/2017,11/17/2017,14,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
*GINNY,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,08/19/2017,473,K17-026167,MISSING,A363846,11/03/2017,11/17/2017,14,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*CLINT,CAT,SIAMESE/MIX,LYNX PT,Neutered,KITTN,08/20/2017,472,K17-026422,LOBBY,A364881,11/22/2017,12/06/2017,14,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
*BELLE,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,08/21/2017,471,K17-025185,LOBBY,A360612,09/05/2017,11/04/2017,60,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*REBA,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,08/21/2017,471,K17-025183,LOBBY,A360609,09/05/2017,11/03/2017,59,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
FINN,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,08/21/2017,471,K17-025184,LOBBY,A360610,09/05/2017,11/04/2017,60,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*LAVERNE,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,08/22/2017,470,K17-025378,LOBBY,A361020,09/19/2017,11/09/2017,51,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95439,"95439(38.49169, -122.776056)",1
*MICKEY,CAT,DOMESTIC SH,BLK TABBY,Neutered,KITTN,08/22/2017,470,K17-024993,LOBBY,A357601,08/22/2017,11/11/2017,81,STRAY,BORN_HERE,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
TIGGY,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,08/22/2017,470,K17-025377,LOBBY,A361021,09/19/2017,11/09/2017,51,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
JELLY,CAT,DOMESTIC SH,BLK TABBY,Spayed,KITTN,08/22/2017,470,K17-026740,LOBBY,A357526,12/20/2017,12/21/2017,1,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,*SEBASTOPOL,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
*MINI,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,08/22/2017,470,K17-024951,LOBBY,A357525,08/22/2017,11/11/2017,81,STRAY,BORN_HERE,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
*MOLLY,CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,08/22/2017,470,K17-024954,LOBBY,A357528,08/22/2017,11/11/2017,81,STRAY,BORN_HERE,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
JELLY,CAT,DOMESTIC SH,BLK TABBY,Spayed,KITTN,08/22/2017,470,K17-024952,LOBBY,A357526,08/22/2017,11/16/2017,86,STRAY,BORN_HERE,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*SEBASTOPOL,95472,"95472(38.394388, -122.850998)",1
*LAVERNE,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,08/22/2017,470,K17-025353,LOBBY,A361020,09/16/2017,11/09/2017,54,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95439,"95439(38.49169, -122.776056)",1
*MILLIE,CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,08/22/2017,470,K17-024955,LOBBY,A357529,08/22/2017,11/11/2017,81,STRAY,BORN_HERE,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95448,"95448(38.618857, -122.861927)",1
*MAX,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,08/22/2017,470,K17-024953,LOBBY,A357527,08/22/2017,11/11/2017,81,STRAY,BORN_HERE,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
TIGGY,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,08/22/2017,470,K17-025354,LOBBY,A361021,09/16/2017,11/09/2017,54,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
,CAT,DOMESTIC SH,CALICO,Spayed,KITTN,08/24/2017,468,K17-024987,LOBBY,A357595,08/24/2017,11/02/2017,70,STRAY,BORN_HERE,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
HECTOR,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,08/24/2017,468,K17-024991,LOBBY,A357599,08/24/2017,11/04/2017,72,STRAY,BORN_HERE,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,OUT OF COUNTY,94515,"94515(38.596259, -122.603413)",1
DAISY,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,08/24/2017,468,K17-024989,LOBBY,A357597,08/24/2017,11/04/2017,72,STRAY,BORN_HERE,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,OUT OF COUNTY,94515,"94515(38.596259, -122.603413)",1
*ELODIE,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,08/24/2017,468,K17-024988,LOBBY,A357596,08/24/2017,11/03/2017,71,STRAY,BORN_HERE,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95448,"95448(38.618857, -122.861927)",1
*CLAUDE,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,08/24/2017,468,K17-024990,LOBBY,A357598,08/24/2017,11/03/2017,71,STRAY,BORN_HERE,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95448,"95448(38.618857, -122.861927)",1
*HANNAH,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,08/25/2017,467,K17-026035,LOBBY,A363678,10/25/2017,11/18/2017,24,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448(38.618857, -122.861927)",1
NATASHA,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,08/25/2017,467,K17-026037,LOBBY,A363680,10/25/2017,11/17/2017,23,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
*MINNIE,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,08/25/2017,467,K17-026036,LOBBY,A363679,10/25/2017,11/18/2017,24,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448(38.618857, -122.861927)",1
*KERMIT,CAT,SIAMESE,SEAL PT/WHITE,Neutered,KITTN,08/31/2017,461,K17-026191,LOBBY,A363880,11/04/2017,11/28/2017,24,STRAY,COMM CAT,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95446,"95446(38.510032, -122.996796)",1
PIA,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,08/31/2017,461,K17-025915,LOBBY,A362717,10/18/2017,11/11/2017,24,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
*ASHLEY,CAT,DOMESTIC SH,BLUE CREAM/TORTIE,Spayed,KITTN,09/03/2017,458,K17-026163,LOBBY,A363843,11/03/2017,12/06/2017,33,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*COTATI,94931,"94931(38.325442, -122.71081)",1
*ARCHIE,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,09/03/2017,458,K17-026169,LOBBY,A363848,11/03/2017,11/18/2017,15,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
*BRAD,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,09/03/2017,458,K17-026171,LOBBY,A363850,11/03/2017,11/21/2017,18,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*WYNONNA,CAT,DOMESTIC SH,BLUE CREAM,Spayed,KITTN,09/03/2017,458,K17-026165,LOBBY,A363845,11/03/2017,12/06/2017,33,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*COTATI,94931,"94931(38.325442, -122.71081)",1
*SLEEPY,CAT,SIAMESE/MIX,BLUE PT,Neutered,SMALL,09/07/2017,454,K18-029796,CA02,A375894,09/07/2018,10/02/2018,25,OWNER SURRENDER,FIELD,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*MINNIE,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,09/08/2017,453,K18-029815,CA02,A375920,09/08/2018,10/16/2018,38,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*FIGGY,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,09/12/2017,449,K17-026826,TX,A366477,12/28/2017,02/01/2018,35,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*FIONA,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,09/12/2017,449,K18-029859,CA02,A375998,09/12/2018,10/03/2018,21,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95401,"95401(38.446019, -122.766748)",1
SNOWBALL,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,09/14/2017,447,K17-026482,LOBBY,A365024,11/29/2017,12/06/2017,7,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL-O,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
DIANA,CAT,DOMESTIC LH,TORTIE,Spayed,KITTN,09/14/2017,447,K17-026480,LOBBY,A365022,11/29/2017,12/06/2017,7,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL-O,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
TUBBY,CAT,DOMESTIC LH,BLACK,Spayed,KITTN,09/14/2017,447,K17-026481,LOBBY,A365023,11/29/2017,12/06/2017,7,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL-O,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
*LOVELY,CAT,DOMESTIC SH,GRAY,Spayed,KITTN,09/20/2017,441,K17-026354,FOSTER,A364120,11/15/2017,05/22/2018,188,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL-O,UNKNOWN,TREATABLE/MANAGEABLE,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*RUDOLPH,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,09/22/2017,439,K17-026769,LOBBY,A366378,12/22/2017,12/27/2017,5,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*MCKENZIE,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,09/23/2017,438,K17-025867,TX,A362654,10/16/2017,11/22/2017,37,STRAY,FIELD,ADOPTION,REFERRAL-O,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
*DAPHNE,CAT,DOMESTIC SH,TORTIE/WHITE,Spayed,SMALL,09/24/2017,437,K18-029884,CA02,A376072,09/14/2018,09/27/2018,13,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
*CANDY,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,09/24/2017,437,K18-029883,CA02,A376071,09/14/2018,10/03/2018,19,STRAY,OVER THE COUNTER,ADOPTION,FB SCAS,UNKNOWN,HEALTHY,COUNTY,*SEBASTOPOL,95472,"95472(38.394388, -122.850998)",1
*SALLY,CAT,DOMESTIC MH,BRN TABBY/WHITE,Spayed,SMALL,09/27/2017,434,K18-030012,CA02,A376841,09/27/2018,11/15/2018,49,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95446,"95446(38.510032, -122.996796)",1
*ELIZABETH,CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,10/03/2017,428,K18-029377,CA02,A375207,08/07/2018,10/23/2018,77,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*DAVID,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,10/07/2017,424,K17-026384,LOBBY,A364793,11/18/2017,12/06/2017,18,STRAY,OVER THE COUNTER,ADOPTION,FB SCAS,UNKNOWN,HEALTHY,WINDSOR,*PETALUMA,94954,"94954(38.245316, -122.59871)",1
MIMS,CAT,DOMESTIC SH,CALICO,Spayed,KITTN,10/13/2017,418,K17-026771,LOBBY,A366380,12/22/2017,01/17/2018,26,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*MARIE,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,10/13/2017,418,K17-026770,LOBBY,A366379,12/22/2017,01/18/2018,27,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95448,"95448(38.618857, -122.861927)",1
MAYNARD,CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,10/29/2017,402,K18-028859,CA02,A374358,06/29/2018,07/19/2018,20,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
PANTERA,CAT,DOMESTIC SH,WHITE/GRAY,Spayed,SMALL,10/29/2017,402,K18-028860,CA02,A374359,06/29/2018,08/24/2018,56,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,OUT OF COUNTY,,,1
NICKEL,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,11/02/2017,398,K18-030494,CA02,A379286,11/02/2018,11/20/2018,18,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95442,"95442(38.371317, -122.520506)",1
*JASPER,CAT,DOMESTIC MH,BLK TABBY,Neutered,KITTN,11/21/2017,379,K18-026953,LOBBY,A366743,01/09/2018,01/17/2018,8,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,WINDSOR,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
PIXIE,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,12/01/2017,369,K18-027132,LOBBY,A367864,01/31/2018,02/03/2018,3,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
*LIAM,CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,12/01/2017,369,K18-027134,LOBBY,A367866,01/31/2018,02/03/2018,3,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
HARRY,CAT,DOMESTIC MH,ORG TABBY,Neutered,SMALL,12/01/2017,369,K18-027133,LOBBY,A367865,01/31/2018,02/02/2018,2,STRAY,OVER THE COUNTER,ADOPTION,FB SCAS,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
BUSTER,CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,SMALL,12/01/2017,369,K18-029885,CA02,A376073,09/14/2018,10/05/2018,21,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*SPARROW,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,12/17/2017,353,K18-027213,LOBBY,A368000,02/08/2018,03/15/2018,35,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,TREATABLE/REHAB,*ROHNERT PARK,WINDSOR,95492,"95492(38.541541, -122.809202)",1
